Job Title,Rating,Company Name,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Min_salary,Max_salary,Avg_salary,Job_state,Age,python_yn,r_yn,spark_yn,aws_yn,excel_yn,sql_yn
Senior Clinical Data Scientist Programmer,3.6,WCG (WIRB-Copernicus Group),1001 to 5000 employees,,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),,110000,163000,136500.0,Hamilton,,0,0,0,0,1,0
Data Engineer,4.5,Kingfisher Systems,51 to 200 employees,2005.0,Company - Private,Federal Agencies,Government,$25 to $50 million (USD),,110000,163000,136500.0,Falls Church,20.0,1,0,0,0,0,1
Computer Vision / Deep Learning Scientist,3.3,Tempus Labs,501 to 1000 employees,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,110000,163000,136500.0,Chicago,10.0,0,0,0,1,0,0
Data Solutions Engineer - Data Modeler,3.4,Liberty Mutual Insurance,10000+ employees,1912.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",110000,163000,136500.0,Indianapolis,113.0,1,0,0,0,0,1
Data Scientist,4.3,Visionary Integration Professionals,501 to 1000 employees,1996.0,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"CGI (Nevada), Accenture, Deloitte",110000,163000,136500.0,Washington,29.0,0,0,0,0,1,0
Data Scientist (TS/SCI w/ Poly),3.5,Maxar Technologies,5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),,110000,163000,136500.0,Herndon,,1,0,0,0,0,0
Weapons and Sensors Engineer/Scientist,4.0,Dynetics,1001 to 5000 employees,1974.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),,110000,163000,136500.0,Huntsville,51.0,1,0,0,0,0,0
Applied Computer Scientist,4.5,Systems & Technology Research,201 to 500 employees,2010.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),,110000,163000,136500.0,Woburn,15.0,0,0,0,0,0,0
Senior Data Analyst,4.5,Novetta,501 to 1000 employees,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",110000,163000,136500.0,Herndon,13.0,1,0,0,0,1,1
Cloud Data Engineer (Azure),3.9,Navy Federal Credit Union,10000+ employees,1933.0,Other Organization,Banks & Credit Unions,Finance,,,110000,163000,136500.0,Merrifield,92.0,0,0,0,0,0,1
"Lead Certified Clinical Laboratory Scientist - Saturday - Tuesday, 8:00pm - 6:30am shift",4.0,Exact Sciences Corporation,1001 to 5000 employees,1995.0,Company - Public,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),,110000,163000,136500.0,Madison,30.0,0,0,0,0,0,0
Sr. Data Analyst,3.6,Community Behavioral Health,201 to 500 employees,1994.0,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),,110000,163000,136500.0,Philadelphia,31.0,0,0,0,0,1,1
Senior Scientist - Toxicologist - Product Integrity (Stewardship),3.3,Reynolds American,5001 to 10000 employees,1875.0,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),,110000,163000,136500.0,Winston-Salem,150.0,0,0,0,0,1,0
Senior Machine Learning Engineer,5.0,LifeOmic,51 to 200 employees,2016.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,,110000,163000,136500.0,Raleigh,9.0,0,0,1,1,0,0
Product Data Scientist - Ads Data Science,4.1,Twitter,1001 to 5000 employees,2006.0,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),"Facebook, Google, Pinterest",124000,198000,161000.0,San Francisco,19.0,1,0,0,0,0,0
Data Scientist,3.2,Postmates - Corporate HQ,1001 to 5000 employees,2011.0,Company - Private,Express Delivery Services,Transportation & Logistics,,"DoorDash, Uber, Grubhub",124000,198000,161000.0,San Francisco,14.0,1,0,1,0,0,1
Data Scientist,4.9,"Visionist, Inc.",51 to 200 employees,2010.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),,124000,198000,161000.0,Columbia,15.0,1,0,1,0,0,0
Data Scientist,,Navio,Unknown,,Unknown,,,,,124000,198000,161000.0,San Mateo,,0,0,0,1,0,0
Data Scientist,3.3,Concerto HealthAI,201 to 500 employees,2018.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,124000,198000,161000.0,Boston,7.0,1,0,0,0,0,0
Data Scientist,,Evolvinc,1 to 50 employees,2005.0,Company - Private,IT Services,Information Technology,,,124000,198000,161000.0,Burbank,20.0,1,0,1,1,1,1
Data Scientist,5.0,PROPRIUS,1 to 50 employees,,Company - Private,Enterprise Software & Network Solutions,Information Technology,,,124000,198000,161000.0,Sunnyvale,,1,0,1,0,0,0
Data Scientist,3.4,TECHNOCRAFT Solutions,1 to 50 employees,,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),,124000,198000,161000.0,San Ramon,,1,0,0,0,0,1
Data Scientist,4.1,"Latitude, Inc.",1 to 50 employees,,Company - Private,Consulting,Business Services,$1 to $5 million (USD),,124000,198000,161000.0,Washington,,1,0,0,0,0,1
Data Scientist,5.0,Royce Geospatial,51 to 200 employees,2014.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),,124000,198000,161000.0,Springfield,11.0,1,0,0,0,0,1
Data Scientist,4.2,CyberCoders,201 to 500 employees,1999.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),,124000,198000,161000.0,Phoenix,26.0,1,0,0,0,0,1
Data Scientist,3.7,Booz Allen Hamilton Inc.,10000+ employees,1914.0,Company - Public,Consulting,Business Services,$5 to $10 billion (USD),"Accenture, Deloitte, PwC",124000,198000,161000.0,Oxnard,111.0,1,0,0,0,0,0
Data Scientist,3.8,Burns & McDonnell,5001 to 10000 employees,1898.0,Company - Private,Architectural & Engineering Services,Business Services,$1 to $2 billion (USD),"Bechtel Jacobs, Black & Veatch, HNTB",124000,198000,161000.0,Kansas City,127.0,1,0,0,0,1,1
Data Scientist,4.8,InvenTech Info,201 to 500 employees,2010.0,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),,124000,198000,161000.0,Jersey City,15.0,1,0,0,0,0,1
Data Scientist,3.5,Robert Half,10000+ employees,1948.0,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",124000,198000,161000.0,Manchester,77.0,1,0,1,0,0,1
Analytics - Business Assurance Data Analyst,4.6,GreatAmerica Financial Services,501 to 1000 employees,1992.0,Company - Private,Lending,Finance,$100 to $500 million (USD),,124000,198000,161000.0,Cedar Rapids,33.0,0,0,0,0,1,1
Data Scientist,4.5,Conflux Systems Inc.,1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),,124000,198000,161000.0,Winters,,1,0,1,1,1,1
Data Scientist,3.9,Criteo,1001 to 5000 employees,2005.0,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),"MediaMath, Conversant, AppNexus",124000,198000,161000.0,Ann Arbor,20.0,1,0,1,0,0,0
Data Scientist,3.4,Voice,Unknown,,Company - Private,,,,,124000,198000,161000.0,Brooklyn,,1,0,0,0,0,0
Data Scientist,,Microagility,1 to 50 employees,,Company - Private,Consulting,Business Services,$1 to $5 million (USD),,124000,198000,161000.0,New York,,0,0,0,0,1,1
Data Scientist,4.1,Coverent,51 to 200 employees,2008.0,Company - Private,Consulting,Business Services,$10 to $25 million (USD),,124000,198000,161000.0,McLean,17.0,1,0,0,0,1,0
Data Scientist,3.7,Via Transportation,501 to 1000 employees,2012.0,Company - Private,Internet,Information Technology,,,79000,133000,106000.0,New York,13.0,1,0,0,0,0,1
Senior Data Scientist,3.5,Benson Hill,201 to 500 employees,2012.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),,79000,133000,106000.0,Saint Louis,13.0,1,0,0,0,1,0
Data Scientist,4.6,"Conch Technologies, Inc",51 to 200 employees,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),,79000,133000,106000.0,Concord,,0,0,0,0,0,0
Data Scientist,,Falcon IT & Staffing Solutions,Unknown,,Company - Public,,,,,79000,133000,106000.0,Fort Belvoir,,1,0,0,0,1,0
Data Scientist,,"Rainmaker Resources, LLC",1 to 50 employees,,Company - Private,,,,,79000,133000,106000.0,Cincinnati,,0,0,0,0,1,0
Data Engineer,4.4,Rocket Lawyer,51 to 200 employees,2008.0,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),,79000,133000,106000.0,San Francisco,17.0,1,0,0,0,1,1
Data Scientist,3.6,DataLab USA,51 to 200 employees,,Company - Private,IT Services,Information Technology,,"Acxiom, Merkle, Epsilon (North Carolina)",79000,133000,106000.0,Germantown,,1,0,0,0,1,1
Data Scientist,3.1,Werner Enterprises Inc,10000+ employees,1956.0,Company - Public,Logistics & Supply Chain,Transportation & Logistics,$2 to $5 billion (USD),,79000,133000,106000.0,Omaha,69.0,0,0,0,0,0,0
Data Scientist,5.0,PeopleCom,1 to 50 employees,,Company - Private,,,$1 to $5 million (USD),,79000,133000,106000.0,McLean,,1,0,0,0,0,1
Data Scientist - Machine Learning,5.0,VANTA Partners,1 to 50 employees,2018.0,Company - Private,Staffing & Outsourcing,Business Services,,,79000,133000,106000.0,Open Fork,7.0,1,0,1,0,0,0
Data Scientist,,B4Corp,51 to 200 employees,,Company - Private,IT Services,Information Technology,,,79000,133000,106000.0,Reston,,1,0,0,0,1,1
Data Scientist,,"Blue Icy Water, LLC",1 to 50 employees,,Company - Private,,,,,79000,133000,106000.0,United States,,0,0,0,0,1,0
Data Scientist,3.5,"Farmer's Business Network, Inc.",201 to 500 employees,2014.0,Company - Private,Farm Support Services,Agriculture & Forestry,,,79000,133000,106000.0,San Carlos,11.0,1,0,0,0,1,0
Data Scientist,,Sonde Health,1 to 50 employees,,Private Practice / Firm,Health Care Services & Hospitals,Health Care,Less than $1 million (USD),,79000,133000,106000.0,Boston,,1,0,0,1,0,0
Data Scientist,5.0,Maxiom,1 to 50 employees,,Company - Public,,,,,79000,133000,106000.0,Ashburn,,1,0,0,0,1,1
Data Scientist,2.7,Change Healthcare,10000+ employees,2007.0,Company - Public,IT Services,Information Technology,,,79000,133000,106000.0,Lombard,18.0,0,0,0,1,1,1
Data Scientist,4.1,DCS Corp,1001 to 5000 employees,1977.0,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),,79000,133000,106000.0,Hampton,48.0,1,0,0,0,1,0
Data Scientist,2.1,Hive (CA),Unknown,2019.0,Company - Private,Telecommunications Services,Telecommunications,,,79000,133000,106000.0,San Francisco,6.0,1,0,1,0,0,1
Machine Learning Engineer/Scientist,4.8,Jane Street,501 to 1000 employees,2000.0,Company - Private,Investment Banking & Asset Management,Finance,,,79000,133000,106000.0,New York,25.0,0,0,0,0,0,0
Data Scientist - Intermediate,4.5,Envision LLC,201 to 500 employees,1994.0,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),,69000,116000,92500.0,Saint Louis,31.0,1,0,0,0,1,0
Principal Data Scientist,4.0,Autodesk,5001 to 10000 employees,1982.0,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),,69000,116000,92500.0,San Francisco,43.0,1,0,1,1,1,0
Data Scientist,3.3,Hackensack Meridian Health,10000+ employees,,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),,69000,116000,92500.0,Edison,,1,0,0,0,0,0
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",3.9,Novartis,10000+ employees,1996.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),,69000,116000,92500.0,Cambridge,29.0,0,0,0,0,0,0
Data Scientist,3.2,Net2Source Inc.,1001 to 5000 employees,2007.0,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),,69000,116000,92500.0,Alpharetta,18.0,1,0,1,0,1,1
Data Scientist,3.2,The Trade Desk,1001 to 5000 employees,2009.0,Company - Public,Internet,Information Technology,,,69000,116000,92500.0,Boulder,16.0,1,0,1,1,0,1
Data Scientist- Industrial Discrete Sector Industry,3.7,IBM,10000+ employees,1911.0,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",69000,116000,92500.0,Atlanta,114.0,1,0,0,1,1,0
Data Scientist,4.4,Knowesis Inc.,51 to 200 employees,2007.0,Company - Private,Consulting,Business Services,$25 to $50 million (USD),"Booz Allen Hamilton, Deloitte, ERPi",69000,116000,92500.0,Falls Church,18.0,1,0,0,1,0,1
Data Scientist,3.1,MoTek Technologies,1 to 50 employees,2009.0,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),,69000,116000,92500.0,Mountain View,16.0,1,0,0,0,1,1
Data Scientist,3.3,The Davey Tree Expert Company,10000+ employees,1880.0,Self-employed,Timber Operations,Agriculture & Forestry,$1 to $2 billion (USD),"ACRT Services, Bartlett Tree Experts",69000,116000,92500.0,Kent,145.0,1,0,0,0,1,1
Data Scientist,3.5,HPOne,501 to 1000 employees,2006.0,Company - Private,Insurance Carriers,Insurance,$50 to $100 million (USD),,69000,116000,92500.0,Trumbull,19.0,1,0,0,0,1,0
Data Scientist,,Stride Search,1 to 50 employees,,Company - Private,,,Less than $1 million (USD),,69000,116000,92500.0,San Francisco,,1,0,0,0,0,0
Machine Learning Engineer,2.6,Software Engineering Institute,501 to 1000 employees,1984.0,College / University,Colleges & Universities,Education,,,69000,116000,92500.0,Pittsburgh,41.0,1,0,0,0,0,0
Data Scientist,,Blue Cloak LLC,,,,,,,,69000,116000,92500.0,Sterling,,1,0,1,1,0,1
Data Scientist,2.7,TBWA\Chiat\Day,1001 to 5000 employees,1968.0,Company - Public,Advertising & Marketing,Business Services,$100 to $500 million (USD),,69000,116000,92500.0,New York,57.0,1,0,0,0,1,1
Data Scientist,3.5,ThreeBridge Solutions,501 to 1000 employees,2009.0,Company - Private,Consulting,Business Services,,,69000,116000,92500.0,Alpharetta,16.0,1,0,0,0,0,1
Data Scientist,3.2,"Numeric, LLC",1 to 50 employees,,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),,69000,116000,92500.0,Philadelphia,,1,0,1,1,0,1
Data Analyst - Unilever Prestige,3.8,Dermalogica,201 to 500 employees,1986.0,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$100 to $500 million (USD),"IMAGE Skincare, Aveda, Kiehl's",69000,116000,92500.0,Carson,39.0,1,0,0,0,0,1
Data Scientist,4.2,Centraprise,51 to 200 employees,,Company - Private,IT Services,Information Technology,Less than $1 million (USD),,69000,116000,92500.0,Foster City,,1,0,0,0,0,1
Data Scientist,4.8,TechProjects,1 to 50 employees,2011.0,Company - Private,IT Services,Information Technology,,,69000,116000,92500.0,New York,14.0,1,0,0,0,1,1
Data Scientist,4.2,DW Simpson,51 to 200 employees,1989.0,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),,69000,116000,92500.0,Frederick,36.0,1,0,0,0,1,1
Data & Machine Learning Scientist,3.3,Tempus Labs,501 to 1000 employees,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,31000,56000,43500.0,Chicago,10.0,1,0,0,1,0,1
Data Scientist,4.0,Grid Dynamics,1001 to 5000 employees,2006.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),"Luxoft, EPAM, Capgemini Invent",31000,56000,43500.0,Santa Clara,19.0,1,0,0,0,1,1
"VP, Data Science",3.9,7Park Data,51 to 200 employees,2012.0,Company - Private,Research & Development,Business Services,,,31000,56000,43500.0,New York,13.0,1,0,1,0,1,0
Senior Business Intelligence Analyst,3.7,Protolabs,1001 to 5000 employees,1999.0,Company - Public,Miscellaneous Manufacturing,Manufacturing,$100 to $500 million (USD),,31000,56000,43500.0,Maple Plain,26.0,0,0,0,0,0,1
Data Scientist,3.9,LinQuest,501 to 1000 employees,2004.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),,31000,56000,43500.0,Colorado Springs,21.0,1,0,0,0,1,1
Data Engineer - Kafka,3.5,Western Digital,10000+ employees,1970.0,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",31000,56000,43500.0,San Jose,55.0,1,0,1,1,0,0
Data Scientist,4.0,Trexquant Investment,1 to 50 employees,2012.0,Company - Private,Investment Banking & Asset Management,Finance,,,31000,56000,43500.0,United States,13.0,1,0,0,0,0,1
Data Scientist,3.0,Ameritas Life Insurance Corp,1001 to 5000 employees,1887.0,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),,31000,56000,43500.0,Cincinnati,138.0,0,0,0,0,0,0
Data Scientist,3.7,Fleetcor,5001 to 10000 employees,2000.0,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),,31000,56000,43500.0,Atlanta,25.0,1,0,0,0,1,0
Data Scientist,4.5,Radiant Digital,1 to 50 employees,,Company - Private,,,Less than $1 million (USD),,31000,56000,43500.0,Washington,,1,0,1,0,1,1
Data Scientist,2.8,Child Care Aware of America,51 to 200 employees,1987.0,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),,31000,56000,43500.0,Arlington,38.0,1,0,0,1,1,1
Data Scientist,4.1,IntelliPro Group Inc.,201 to 500 employees,,Company - Private,,,$10 to $25 million (USD),,31000,56000,43500.0,Santa Clara,,1,0,0,0,1,0
In-Line Inspection Data Analyst,2.9,Quest Integrity,201 to 500 employees,1996.0,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),,31000,56000,43500.0,Tulsa,29.0,0,0,0,0,1,0
Data Scientist,4.7,Praxis Engineering,201 to 500 employees,2002.0,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"Raytheon Technologies, Northrop Grumman, Booz Allen Hamilton",31000,56000,43500.0,Chantilly,23.0,0,0,0,1,0,1
Data Scientist,3.4,USI,1001 to 5000 employees,1998.0,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),,31000,56000,43500.0,Southfield,27.0,1,0,0,0,1,1
Data Scientist,3.9,Apex Systems,1001 to 5000 employees,1995.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"TEKsystems, Insight Global, Accenture",31000,56000,43500.0,San Francisco,30.0,0,0,0,0,0,1
Data Scientist,2.9,"Pragmatics, Inc.",201 to 500 employees,1985.0,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),,31000,56000,43500.0,United States,40.0,1,0,0,1,0,0
Decision Scientist,4.5,Johns Hopkins University Applied Physics Laboratory,5001 to 10000 employees,1942.0,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),"MIT Lincoln Laboratory, Lockheed Martin, Northrop Grumman",31000,56000,43500.0,Laurel,83.0,0,0,1,0,1,0
Data Scientist,4.9,Cambridge Mobile Telematics,1 to 50 employees,2010.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,,31000,56000,43500.0,Cambridge,15.0,1,0,1,1,0,0
Data Scientist - TS/SCI FSP or CI Required,5.0,Phoenix Operations Group,1 to 50 employees,2011.0,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),,31000,56000,43500.0,Annapolis Junction,14.0,1,0,1,0,0,0
"Data Scientist, Applied Machine Learning - Bay Area",3.3,Tempus Labs,501 to 1000 employees,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,95000,119000,107000.0,Redwood City,10.0,1,0,0,1,0,1
Data Scientist,3.5,The Knot Worldwide,1001 to 5000 employees,2019.0,Company - Private,Internet,Information Technology,,Zola Registry,95000,119000,107000.0,Washington,6.0,1,0,1,1,0,0
Data Scientist,3.5,Crossover Health,1 to 50 employees,2010.0,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),,95000,119000,107000.0,San Clemente,15.0,1,0,0,0,1,0
Data Scientist,4.0,Lorven Technologies Inc,1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),,95000,119000,107000.0,New York,,1,0,0,0,0,1
Data Analyst,3.9,Nolij Consulting,51 to 200 employees,2012.0,Company - Public,Consulting,Business Services,$1 to $5 million (USD),,95000,119000,107000.0,Falls Church,13.0,1,0,0,0,1,1
Data Scientist,3.4,Dice.com,201 to 500 employees,1990.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Monster Worldwide, CareerBuilder, Craigslist",95000,119000,107000.0,Newton,35.0,1,0,0,1,1,1
Data Scientist,3.5,Gap Inc.,10000+ employees,1969.0,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),"H&M, Inditex, Fast Retailing",95000,119000,107000.0,San Francisco,56.0,1,0,1,0,0,1
Data Scientist,4.7,"Tygart Technology, Inc",1 to 50 employees,,Company - Private,,,$1 to $5 million (USD),,95000,119000,107000.0,Washington,,1,0,0,0,1,1
Data Scientist,,Hatch Data Inc,,,,,,,,95000,119000,107000.0,San Francisco,,1,0,1,1,0,0
Data Scientist,,Hatch Data Inc,,,,,,,,95000,119000,107000.0,San Francisco,,1,0,1,1,0,0
Data Scientist,,Hatch Data Inc,,,,,,,,95000,119000,107000.0,San Francisco,,1,0,1,1,0,0
Data Scientist,,Hatch Data Inc,,,,,,,,95000,119000,107000.0,San Francisco,,1,0,1,1,0,0
Data Scientist,,Hatch Data Inc,,,,,,,,95000,119000,107000.0,San Francisco,,1,0,1,1,0,0
Data Scientist,,Hatch Data Inc,,,,,,,,95000,119000,107000.0,San Francisco,,1,0,1,1,0,0
Data Scientist,4.6,Murray Resources,1 to 50 employees,1988.0,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),,95000,119000,107000.0,The Woodlands,37.0,1,0,0,0,1,1
Data Scientist,4.0,New York Technology Partners,51 to 200 employees,1999.0,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),,95000,119000,107000.0,Seattle,26.0,1,0,1,1,1,1
Data Scientist,4.0,Two95 International Inc.,1 to 50 employees,,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),,95000,119000,107000.0,Chicago,,1,0,0,0,0,1
Data Scientist,,Sophinea,1 to 50 employees,,Unknown,,,,,95000,119000,107000.0,Chantilly,,0,0,0,0,0,1
Data Scientist,4.7,CRS Group,51 to 200 employees,1994.0,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),,95000,119000,107000.0,Chicago,31.0,0,0,0,0,0,0
Data Scientist,3.5,Blackstone Talent Group,51 to 200 employees,1998.0,Company - Private,Consulting,Business Services,$25 to $50 million (USD),,95000,119000,107000.0,San Francisco,27.0,1,0,0,1,0,0
Data Scientist - TS/SCI Required,5.0,Phoenix Operations Group,1 to 50 employees,2011.0,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),,95000,119000,107000.0,Baltimore,14.0,1,0,1,0,0,0
Senior Principal Data Scientist (Python/R),4.1,Roche,10000+ employees,1896.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, AstraZeneca, Siemens Healthineers",212000,331000,271500.0,Pleasanton,129.0,1,0,1,0,1,1
"Real World Science, Data Scientist",4.0,AstraZeneca,10000+ employees,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",212000,331000,271500.0,Wilmington,112.0,1,0,0,0,0,1
Data Scientist,3.6,Creative Circle,201 to 500 employees,2002.0,Company - Public,Staffing & Outsourcing,Business Services,,"Aquent, 24 Seven Talent",212000,331000,271500.0,United States,23.0,1,0,0,0,0,1
Data Scientist(s)/Machine Learning Engineer,5.0,Blue Horizon Tek Solutions,1 to 50 employees,1987.0,Company - Private,Staffing & Outsourcing,Business Services,,,212000,331000,271500.0,New York,38.0,1,0,0,0,1,0
Senior Data Scientist,3.5,Maxar Technologies,5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),,212000,331000,271500.0,Herndon,,1,0,0,0,1,1
Data Scientist,4.7,Sharpedge Solutions Inc,Unknown,,Company - Private,Publishing,Media,Less than $1 million (USD),,212000,331000,271500.0,Seattle,,1,0,1,1,1,1
Data Scientist,3.5,Maxar Technologies,5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),,212000,331000,271500.0,Herndon,,1,0,1,0,0,1
Data Scientist,3.6,Alaka`ina Foundation Family of Companies,501 to 1000 employees,,Government,,,,,212000,331000,271500.0,Fort Sam Houston,,1,0,0,0,0,1
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,3.9,Southwest Research Institute,1001 to 5000 employees,1947.0,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",212000,331000,271500.0,Oklahoma City,78.0,1,0,0,0,1,0
Data Scientist,2.7,Hexagon US Federal,51 to 200 employees,2010.0,Company - Public,Aerospace & Defense,Aerospace & Defense,,,212000,331000,271500.0,Lexington Park,15.0,0,0,0,1,1,0
Data Science Software Engineer,4.8,Klaviyo,201 to 500 employees,2012.0,Company - Private,Computer Hardware & Software,Information Technology,,,212000,331000,271500.0,Boston,13.0,1,0,0,0,0,0
"Scientist / Group Lead, Cancer Biology",,Monte Rosa Therapeutics,,,,,,,,212000,331000,271500.0,Cambridge,,0,0,0,0,1,0
Data Scientist,4.0,Comtech Global Inc,51 to 200 employees,,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),,212000,331000,271500.0,Washington,,1,0,1,1,0,1
Data Scientist,3.8,"Aveshka, Inc.",51 to 200 employees,2010.0,Company - Public,IT Services,Information Technology,$10 to $25 million (USD),,212000,331000,271500.0,Washington,15.0,1,0,1,0,1,1
"Manager, Field Application Scientist, Southeast",4.2,10x Genomics,501 to 1000 employees,2012.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,212000,331000,271500.0,Raleigh,13.0,0,0,0,0,1,0
COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING,3.9,Southwest Research Institute,1001 to 5000 employees,1947.0,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",212000,331000,271500.0,Dayton,78.0,1,0,0,0,1,0
Data Scientist,,CompuForce,Unknown,,Company - Private,,,,,212000,331000,271500.0,New York,,0,0,1,1,1,0
Data Scientist,4.5,Smith Hanley Associates,1 to 50 employees,1980.0,Company - Private,Staffing & Outsourcing,Business Services,,"Kforce, PageGroup, Robert Half",212000,331000,271500.0,Washington,45.0,1,0,0,0,0,1
Scientist - Machine Learning,3.5,Allen Institute,201 to 500 employees,2003.0,Nonprofit Organization,Research & Development,Business Services,$100 to $500 million (USD),,212000,331000,271500.0,Seattle,22.0,0,0,0,0,0,0
Data Scientist,2.7,1-800-Flowers,1001 to 5000 employees,1976.0,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),,212000,331000,271500.0,New York,49.0,1,0,0,0,1,1
Data Scientist,3.5,Aptive,51 to 200 employees,2012.0,Company - Private,Consulting,Business Services,$25 to $50 million (USD),,212000,331000,271500.0,Washington,13.0,1,0,0,0,1,1
